conversationId,restaurantName,callStartTime,callDuration,callEndReason,callWithinOfficeHours,reasonForCalling,partysizenumber,textsSent,numberOfTextsSent,phone,conversation
69c868b474c7fcb2a9d5ff36,RT Buckhead,2026-03-28T19:48:06.366-04:00,00:51,CallTransfer,TRUE,Making a Reservation or Inquiring About Reservations,7,,0,CALLER-2DB2A535,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yes. Can I schedule a reservation?
Assistant: Claro que sí. How many guests will be in your party?
Customer: Seven
Assistant: Got it. Parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations, Chamblee and Sandy Springs, that are within ten minutes?
Customer: No.
Assistant: Okay. Under what name should I put the reservation?
Customer: Jayla, can I talk to somebody in the restaurant?
Assistant: Certainly. I'll connect you with the host right away. Please hold."
69c894c03561ccb2163ced11,TF Oakwood,2026-03-28T22:56:02.685-04:00,00:15,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-1DA15F21,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: ¿A qué hora cierran?
Assistant: Dále— Hoy es sábado, estamos abiertos hasta la medianoche."
69ae17434bcab3cfc64925ce,TF Oakwood,2026-03-08T20:41:41.544-04:00,00:33,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-823F6201,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Para hacer un pedido.
Assistant: Para hacer un pedido, puedes hablar con un miembro de nuestro equipo o recibir el enlace para hacer tu pedido en línea. ¿Te gustaría hablar con alguien o recibir el enlace?
Customer: Alar con alguien.
Assistant: Entiendo que deseas hablar con alguien para hacer tu pedido."
69af076127f81830215a7602,RT Buckhead,2026-03-09T13:46:12.172-04:00,00:13,UserHangup,TRUE,,,,0,CALLER-179BECB9,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Assistant: Sorry, are you ..."
69a72ab5408ccb4b79f03ef2,TF Oakwood,2026-03-03T13:38:47.944-05:00,00:37,AgentHangup,TRUE,Unclassified,,,0,CALLER-2FA91DCD,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Sí. Buenas tardes.
Assistant: Buenas tardes. En qué puedo ayudarte hoy en Todo Frito Oakwood?
Customer: Este, fíjese que llame a un número pero estaba viendo que es otra de de otro todo frito.
Assistant: No te preocupes, pasa a ...
Customer: Me equivoqué. Es que lo busqué.
Assistant: No hay ...
Customer: Es que lo busqué en Google.
Assistant: Entiendo. Google a veces puede mostrar información de diferentes ubicaciones. ¿Necesitas ayuda con algo ..."
69c857893561ccb2163a51f0,RT Buckhead,2026-03-28T18:34:51.973-04:00,01:00,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-3155B916,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Order for pickup.
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order.
Customer: Can I just place it with you?
Assistant: Taking orders directly through the phone is not allowed, only through third party platforms. Would you like me to send you the link to place your order?
Customer: Hello?
Assistant: I'm listening
Assistant: Sorry, are you still on the line?
Customer: Yes. Representative.
Assistant: Do you want to speak with a representative?
Customer: Yes."
69c068d39ca9287a6741b998,RT Buckhead,2026-03-22T18:10:29.515-04:00,00:35,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,6,,0,CALLER-1902EE5D,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Yes. I'm calling I was wondering if there's a long wait right now if we came by to get some dinner. We're a party of six.
Assistant: Let me check that for you. The current wait time is thirty minutes.
Customer: Okay. Thank you.
Assistant: You're welcome. Is there anything else I can help you with?
Customer: No. Thank you. Bye bye."
69b98e6549be61fe9633f84f,RT Buckhead,2026-03-17T13:24:55.894-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-72B2AFAB,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Puedo hablar con un agente en vivo.
Assistant: ¡Claro que sí. ¿Te transfiero con el host?"
69a4e9117dd91d91318c34e2,RT Buckhead,2026-03-01T20:34:11.940-05:00,00:16,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-6BA11658,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Please Representative.
Assistant: Okay, I can connect you with a representative. Would you like me to do that?"
69bc935561b76e251d104a83,RT Buckhead,2026-03-19T20:22:47.329-04:00,00:48,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-8BD6641F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: En la, ay, dos en, digamos, dos tortas.
Assistant: ¡Claro que sí. ¿Qué tipo de proteína te gustaría agregar a tus tortas?
Customer: ¿Qué tienes de qué tienes? ¿Qué tipo de proteínas tienes?
Assistant: ¡Tenemos muchas opciones deliciosas. Tenemos asada, pollo a la parrilla, al pastor, barbacoa de res y carnitas de cerdo.
Customer: Ok, gracias.
Assistant: ¡De nada. ¿Hay algo más en lo que te pueda ayudar?"
69b2f92786bb8ca124e110c6,RT Buckhead,2026-03-12T13:34:33.764-04:00,00:37,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-A5A90E05,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yes. We just placed an order with you guys through Uber Eats, and the majority of the order is missing. I'm not sure if maybe the driver left it there on the counter or what happened.
Assistant: I'm sorry to hear that you're missing part of your order. I can transfer you to our host so they can assist you further. Would you like me to do that?
Customer: Yes.
Assistant: Great, connecting you now."
69aca83fde899186889e087d,RT Buckhead,2026-03-07T17:35:46.108-05:00,00:33,CallTransfer,TRUE,Making a Reservation or Inquiring About Reservations,,,0,CALLER-466756E5,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. I need to I need to change the reservation.
Assistant: No problem. If the reservation was made through OpenTable, it can usually be modified or canceled there. Does this information resolve your issue, or would you like help from a live agent?
Customer: Help from a live agent.
Assistant: Great, connecting you now.
Customer: Thank you."
69c328b10887978cf591fce3,RT Buckhead,2026-03-24T20:13:39.359-04:00,00:24,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-C004B0D2,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. How are you doing? Can you tell me what's your estimated wait time?
Assistant: I'm doing great, thanks for asking. Let me check the wait time for you. It's currently about thirty minutes.
Customer: Thank you.
Assistant: You're welcome. ..."
69acc510264d99a30213850b,TF Oakwood,2026-03-07T19:38:42.932-05:00,00:25,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-5D48B7A5,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Buenas noches para pickup.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido de pickup en línea?
Customer: No. Un miembro del equipo. Gracias.
Assistant: La llamada será transferida a un miembro de nuestro equipo en breve.
Customer: Dust."
69b82ade039d9372eec96c19,TF Oakwood,2026-03-16T12:08:00.783-04:00,00:29,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-5C210FF6,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hacer una orden.
Assistant: ¿Quieres hacer un pedido para recoger o para entrega a domicilio? También puedo ayudarte con información del menú si prefieres.
Customer: No. Hablar con un representante.
Assistant: Entiendo. Te transferiré con un miembro de nuestro equipo para que te ayuden con tu pedido. Un momento, por favor.
Customer: Gracias."
69bb077929bbce74c092ea7b,TF Oakwood,2026-03-18T16:13:47.580-04:00,00:48,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-00C9034C,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Julie, buenas tardes. Te pregunto, ¿qué tienen ustedes como pasapalos?
Assistant: Buenas tardes. Me llamo Yuli, no Julie, pero no hay problema. Nuestros pasapalos incluyen empanadas, pastelitos y tequeños, todos deliciosos. ¿Te gustaría saber más sobre nuestros platos o hacer un pedido?
Customer: Hacer un pedido.
Assistant: Puedo ayudarte a hacer tu pedido de manera fácil. ¿Te gustaría hablar con alguien de nuestro equipo para completar tu pedido o prefieres que te envíe el enlace para hacerlo en línea?
Customer: Hablar con alguien, for favor.
Assistant: Entiendo.
Assistant: Un momento, por favor, te voy a transferir con alguien de nuestro equipo para que puedan ayudarte con tu pedido...."
69b719bf039d9372ee87e495,TF Oakwood,2026-03-15T16:42:41.603-04:00,00:28,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-8B3CBE0C,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Es automatizado, ¿eh, un pedido?
Assistant: Parece que estás buscando hacer un pedido. ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Un miembro del equipo.
Assistant: Entiendo. Un momento, por favor. Tu llamada será transferida a un miembro de nuestro equipo en breve."
69a9aee15e60912f541a442e,TF Oakwood,2026-03-05T11:27:15.873-05:00,00:28,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-A8766FA1,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Necesito hacer una orden.
Assistant: Puedo ayudarte con información sobre nuestro menú. ¿Te gustaría hablar con alguien de nuestro equipo para hacer tu pedido o prefieres usar nuestra plataforma en línea?
Customer: Hablar con alguien, porfa.
Assistant: Entiendo. Te voy a transferir con alguien de nuestro equipo para que puedas hacer tu pedido. ¡Disfruta tu comida."
69cc689d11965ea81e7f73a5,TF Oakwood,2026-03-31T20:36:48.274-04:00,00:16,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-EEBA110B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con un agente.
Assistant: Claro, con gusto te comunico con un representante en un momento."
69c8300bac305b84d45d54a0,TF Oakwood,2026-03-28T15:46:21.331-04:00,00:21,CallTransfer,TRUE,Assistance with Online Platforms and Technical Issues,,,0,CALLER-2447FD17,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Me cobraron varias veces una compra que dice en todo frito.
Assistant: Lo siento mucho por la inconveniencia. ¿Te gustaría hablar con un representante para resolver este asunto?"
69b0b47a07175cba3cac462a,TF Oakwood,2026-03-10T20:17:00.892-04:00,00:25,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-EDE7BE9B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Para sauces un pedido.
Assistant: Para hacer un pedido, ¿te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Hablar.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que puedas completar tu pedido."
69b03e90c0a7ca97bc0e1cc7,RT Buckhead,2026-03-10T11:53:55.223-04:00,00:20,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-F9F599FC,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to the host.
Assistant: Sure thing. I'll transfer you to the host right away."
69b1b745936cfd539748db9f,TF Oakwood,2026-03-11T14:41:11.912-04:00,00:03,UserHangup,TRUE,,,,0,CALLER-DD371B39,"Assistant: Hola, gracias por llamar a Todo ..."
69bf491165aebbe9292950f6,TF Oakwood,2026-03-21T21:42:43.682-04:00,00:35,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,2,delivery,1,CALLER-FE05E5E4,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola, Julie. ¿Tienes hamburguesa?
Assistant: ¿Quieres información sobre las hamburguesas o te gustaría hacer un pedido?
Customer: Sí. Voy a hacer un pedido de dos hamburguesas.
Assistant: Para hacer un pedido, ¿prefieres hablar con un miembro del equipo o que te envíe el enlace para hacer tu pedido en línea?
Customer: Como quiera.
Assistant: Te envío el enlace para hacer ...
Customer: Ok. Envíame el enlace."
69c855ee9d214fefe332acdc,RT Buckhead,2026-03-28T18:28:01.162-04:00,01:19,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-16EB541F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: I'd like to get a reservation.
Assistant: Okay. For how many people is the reservation?
Customer: It's the two.
Assistant: What date and time works best?
Customer: Today, like, do you have something to open?
Assistant: We are open. Could you give me a specific hour that works for you?
Customer: Seven o'clock.
Assistant: Under what name should I put the reservation?
Customer: Alex Martinez. Yeah.
Assistant: Two guests for today, March twenty eighth at seven P.M. under the name Alex Martinez, does that look correct?
Customer: Yes.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time openings and pick the slot that suits you best. Is there anything else I can help you with?.
Customer: Good to go. Thank you.
Assistant: Perfect—thanks for calling Real Tacos. ...
Customer: No. That's it.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69bc9c0317173b5a898af212,TF Oakwood,2026-03-19T20:59:50.145-04:00,00:33,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-5EA0D6EB,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola. Quiero hacer un pedido.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Me gustaría hablar hablar con gente del equipo.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que puedas hacer tu pedido."
69cc4594576487e62f67b877,RT Buckhead,2026-03-31T18:07:18.888-04:00,00:16,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-3B74FEA2,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to a host.
Assistant: Okay, connecting you now."
69b9d53449be61fe9635b164,RT Buckhead,2026-03-17T18:27:02.790-04:00,00:23,UserHangup,TRUE,Questions About Restaurant Hours and Wait Times,,,0,CALLER-745D1902,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Good afternoon. Do you guys have open seating?
Assistant: Let me check that for you. The current wait time is about thirty minutes.
Customer: Ok, thank you.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy ..."
69bc293561b76e251d0cd5ab,RT Buckhead,2026-03-19T12:49:59.369-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-497E6EC3,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Can I talk to a host, please?"
69aca94a638d0bab9b8a67a1,RT Buckhead,2026-03-07T17:40:12.294-05:00,00:16,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-42C32047,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Representative.
Assistant: Do you want to speak with a ...
Customer: Hello? Is this a real person?"
69b6cab0039d9372ee8509c1,RT Buckhead,2026-03-15T11:05:22.837-04:00,01:38,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,9,,0,CALLER-2EFA69AD,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hello?
Assistant: How can I help you today?
Customer: Wednesday for nine people at seven forty five.
Assistant: Okay, for how many people is the reservation?
Customer: Nine people.
Assistant: Got it. Parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations, Chamblee and Sandy Springs, that are within ten minutes?
Customer: No.
Assistant: What date and time works best?
Customer: March eighteenth. At seven forty five.
Assistant: Under what name should I put the reservation?
Customer: Brittney Morris.
Assistant: Nine people on March eighteenth at seven forty-five P.M. under the name Brittney Morris. Does that look correct?
Customer: Yes.
Assistant: Please wait while I submit your large party reservation request to our manager. I just sent your information to our managers, please check your messages you should receive an SMS with the details of your reservation, they will be reaching out soon!
Customer: Yes.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day.
Customer: Thank you.
Assistant: Perfect—thanks ..."
69b742f56551713542d637d9,TF Oakwood,2026-03-15T19:38:31.756-04:00,00:50,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-546AD466,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola, buenas noches.
Assistant: Buenas noches. ¿En qué puedo ayudarte hoy en Todo Frito Oakwood?
Customer: Cake. Quería hacer un pedido de un pata con con pollo.
Assistant: Parece que estás buscando información sobre nuestro menú. ¿Estás buscando ...
Customer: Ah, okay.
Assistant: ¿Quieres saber si tenemos pata con pollo"" en el menú o deseas hacer un pedido?
Customer: Usted va a hacer un pedido.
Assistant: Lo siento, no puedo tomar pedidos directamente. ¿Te gustaría hablar con alguien de nuestro equipo para hacer tu pedido o prefieres recibir un ...
Customer: Sí, por favor.
Assistant: ¿Te gustaría hablar con un miembro de nuestro equipo o recibir el enlace para hacer tu pedido en línea?"
69ab82bd264d99a302db6903,RT Buckhead,2026-03-06T20:43:27.284-05:00,00:31,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-942CCFC2,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Can I place an order for pickup?
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order.
Customer: Ok.
Assistant: Great. I’ve just sent you the pickup link. Is there anything else I can help you with?
Customer: No. Thanks."
69c6c7c393749704bac1db14,RT Buckhead,2026-03-27T14:09:09.357-04:00,00:18,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-B6F093EF,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Order.
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order. Would you like me to send it?"
69ac9bc44bcab3cfc616b1dc,TF Oakwood,2026-03-07T16:42:30.419-05:00,00:19,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-AA7AD7B2,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con representante three.
Assistant: Claro, te transferiré con un miembro de nuestro equipo en un momento."
69acfd73de89918688a35147,TF Oakwood,2026-03-07T23:39:18.183-05:00,00:18,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-6CBF18CE,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con una persona.
Assistant: Claro, te transferiré con un miembro de nuestro equipo en un momento."
69bdc7440ec93f2c962ea74b,RT Buckhead,2026-03-20T18:16:38.649-04:00,00:22,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-C21048D1,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Talk to
Assistant: Do you want to speak with a representative?...
Customer: Speak to a hostess. Yes.
Customer: Yes."
69c084e6c982fb21f2c119a7,RT Buckhead,2026-03-22T20:10:16.211-04:00,02:05,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,7,,0,CALLER-D831F82E,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Reservation.
Customer: Yeah. It does look good. If y'all wanna eat here, we can't eat here.
Assistant: Okay, for how many people is the reservation?
Customer: to my sponsor.
Assistant: I am sorry, I didn't get that. How many people?
Customer: Seven
Assistant: Got it. Parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations, Chamblee and Sandy Springs, that are within ten minutes?
Customer: No.
Assistant: Okay. What date and time works best?
Customer: Now.
Assistant: Could you give me a specific hour that works for you?
Customer: Eight fifteen.
Assistant: Under what name should I put the reservation?
Customer: Gabby.
Assistant: Seven people for today, March twenty second at eight fifteen P.M. under the name Gabby. Does that look correct?
Customer: Yes.
Assistant: Please wait while I submit your large party reservation request to our manager. I just sent your information to our managers, please check your messages you should receive an SMS with the details of your reservation, they will be reaching out soon!
Customer: Thank you.
Assistant: Perfect—thanks for calling Real Tacos. ...
Customer: No one's open?
Assistant: We are open. What can I help you with?
Assistant: Sorry, are you still on the line?
Customer: Yes. Pressure. So you upload that nine? Yeah.
Assistant: I ...
Customer: That's right. Do you like that. No. I thought I thought getting you can Oh, yeah.
Assistant: I am ..."
69bf5c5a9ca9287a67365678,TF Oakwood,2026-03-21T23:05:00.629-04:00,00:38,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-2165AE86,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Good order.
Assistant: To make an order, would you like to speak with a team member or would you prefer to place your order online?
Customer: Yeah. I ran from a team number"
69aed9af27f8183021577d7b,TF Oakwood,2026-03-09T10:31:13.577-04:00,00:27,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-822C136D,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola. Um, it's una orden in DoorDash y no tienen empanadas?
Assistant: Lo siento, no puedo ayudarte con tu orden de DoorDash directamente. Puedes intentar contactar a Todo Frito Oakwood para hacer un pedido para entrega o retiro, o visitar nuestro sitio web para más información. ¿Te gustaría que te envíe el enlace para hacer un ..."
69a4b7b9eea967c2793ca607,TF Oakwood,2026-03-01T17:03:39.854-05:00,00:31,AgentHangup,TRUE,Questions About Restaurant Hours and Wait Times,3,,0,CALLER-A139169F,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hello?
Assistant: Hello. Welcome to Todo Frito Oakwood. How can I assist you today?
Customer: Hey. Um, I have a client who's interested in coming in now and asking me to check your seating time. I'm an automated service provided by Google, and this call is monitored and recorded to improve Google services. Could you tell me how long the current wait is for a walk in party of three to be seated?
Assistant: The wait time for a table of three is currently zero minutes. There's no wait, and you're welcome to come in. Would you like me to guide you on ..."
69bacc18039d9372ee58cf57,TF Oakwood,2026-03-18T12:00:26.788-04:00,00:30,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",4,,0,CALLER-585434C4,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Buenas?
Assistant: Buenas. ¿En qué puedo ayudarte hoy en Todo Frito Oakwood?
Customer: Hablar con alguien del equipo.
Assistant: ¿Te gustaría hablar con un representante de nuestro equipo? Enseguida te transfiero con alguien que ...
Customer: Paper for four."
69c9afdb74c7fcb2a911b25f,TF Oakwood,2026-03-29T19:03:57.715-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-6CBF18CE,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con un representante.
Assistant: Claro— En un momento te transferiré con un miembro de nuestro equipo."
69a744cd56036b341cb29399,RT Buckhead,2026-03-03T15:30:07.906-05:00,00:18,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-03D2E8BD,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Can I speak to a server, the host?
Assistant: Yes, I can transfer you. Would you like me to connect you to the host?"
69adbb44638d0bab9bb74b7b,TF Oakwood,2026-03-08T14:09:11.145-04:00,00:33,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-4E0D9128,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Okay. Pedir una.
Assistant: Parece que ...
Customer: Tengo que pedir una. Tengo que pedir una.
Assistant: ¿Quieres hacer un pedido? Puedo ayudarte a encontrar la información que necesitas o puedes hablar con un miembro del equipo para hacer tu pedido. ¿Te gustaría hablar con alguien o prefieres que te envíe el enlace para hacer tu pedido en línea?
Customer: Miembro del equipo.
Assistant: Entiendo. Te voy a transferir con un miembro de nuestro equipo para que puedas hacer tu pedido. Un momento, por favor."
69b741a310d10be09b8e577e,TF Oakwood,2026-03-15T19:32:53.468-04:00,00:38,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-3F41D0CE,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Quiero hacer una orden para chicken.
Assistant: ¿Te gustaría hablar con un miembro del equipo para hacer tu pedido o te envío el enlace para hacer tu orden en línea?
Customer: Get a regular onion.
Assistant: ¿Te gustaría hablar con un miembro del equipo para hacer tu pedido o te envío el enlace para hacer tu orden en línea para recoger?
Customer: Mixed gustaría hablar con alguien del equipo.
Assistant: Entiendo. Tu llamada será transferida a un miembro del equipo en breve."
69bb43ae29bbce74c0943574,RT Buckhead,2026-03-18T20:30:40.937-04:00,01:12,CallTransfer,TRUE,Making a Reservation or Inquiring About Reservations,10,,0,CALLER-0568F68D,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: I'd like to make a reservation for ten people at nine forty five PM tonight.
Assistant: Okay. And under what name should I put the reservation?
Customer: Jayla.
Assistant: Got it. Parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations, Chamblee and Sandy Springs, that are within ten minutes?
Customer: No.
Assistant: Okay. So, to confirm, that's for ten people under the name Jayla at nine forty-five P.M. tonight. Does that look correct?
Customer: Yes.
Assistant: Please hold the line briefly.
Assistant: Sorry, are you still on the line?
Customer: Yes.
Assistant: Would you like to speak with the host?
Customer: Yes.
Assistant: Great, connecting you now."
69c13358282265f33cf096d1,TF Oakwood,2026-03-23T08:34:34.647-04:00,00:16,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-1A6F1FF4,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Quiero hablar como representante.
Assistant: Claro, te transferiré con un miembro de nuestro equipo en un momento."
69c9959f74c7fcb2a9111da0,RT Buckhead,2026-03-29T17:12:01.289-04:00,00:31,CallTransfer,TRUE,Lost Items Inquiries,,,0,CALLER-BDD6AF95,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: I'm trying to see if I left some glasses in there the other night.
Assistant: I understand you're looking for some glasses you might have left behind. Let me get you over to our host, who can check our lost and found. Would that be okay?
Customer: Yes.
Assistant: Great, connecting you now."
